symbol,horizon,signal_kind,percentile_cutoff,n_total_windows,n_extreme_windows,extreme_frequency,mean_signed_return_extreme,median_signed_return_extreme,p25_signed_return_extreme,p75_signed_return_extreme,frac_positive_signed_return_extreme,gross_extreme_bps,cost_round_trip_bps,headroom_extreme_bps,per_day_expected_gross_bps
2Z,10,open,0.9,4403,430,0.0976607,-2.27635,0,-15.9377,10.8955,0.395349,2.27635,10,-7.72365,-0.754297
2Z,50,open,0.9,4375,426,0.0973714,-1.17598,0,-26.8367,25.3532,0.467136,1.17598,10,-8.82402,-0.859208
2Z,100,open,0.9,4338,424,0.0977409,3.31357,-1.16415e-06,-35.6197,34.5019,0.478774,3.31357,10,-6.68643,-0.653538
2Z,500,open,0.9,4010,398,0.0992519,24.7186,7.04506,-86.8786,101.457,0.527638,24.7186,10,14.7186,1.46084
AAVE,10,open,0.9,4985,518,0.103912,0.326626,0.560755,-8.66292,9.06738,0.513514,0.326626,10,-9.67337,-1.00518
AAVE,50,open,0.9,4955,514,0.103734,1.19913,2.1704,-20.1332,21.969,0.538911,1.19913,10,-8.80087,-0.912946
AAVE,100,open,0.9,4909,509,0.103687,-1.20786,-1.6826,-29.615,26.1343,0.491159,1.20786,10,-8.79214,-0.911632
AAVE,500,open,0.9,4581,469,0.102379,-5.89666,-7.86713,-68.2675,56.0947,0.464819,5.89666,10,-4.10334,-0.420097
ASTER,10,open,0.9,4997,487,0.0974585,0.929177,0.140973,-10.6092,11.5329,0.513347,0.929177,10,-9.07082,-0.884029
ASTER,50,open,0.9,4969,484,0.0974039,-0.251416,-0.095172,-24.1315,24.6319,0.493802,0.251416,10,-9.74858,-0.94955
ASTER,100,open,0.9,4936,480,0.0972447,-2.74647,-2.2497,-35.2156,27.4772,0.464583,2.74647,10,-7.25353,-0.705367
ASTER,500,open,0.9,4608,443,0.0961372,0.855648,0.54984,-76.4769,73.735,0.505643,0.855648,10,-9.14435,-0.879112
AVAX,10,open,0.9,4537,471,0.103813,-0.428663,0,-6.05593,6.70733,0.484076,0.428663,10,-9.57134,-0.99363
AVAX,50,open,0.9,4505,467,0.103663,0.755444,1.11068,-13.4761,15.603,0.526767,0.755444,10,-9.24456,-0.958315
AVAX,100,open,0.9,4473,464,0.103734,1.78044,-2.18279e-07,-20.0863,21.1444,0.493534,1.78044,10,-8.21956,-0.852643
AVAX,500,open,0.9,4145,431,0.103981,3.83294,2.46214,-45.7243,52.557,0.515081,3.83294,10,-6.16706,-0.641255
BNB,10,open,0.9,5695,579,0.101668,-0.12142,0.0915772,-4.72207,4.96038,0.506045,0.12142,10,-9.87858,-1.00434
BNB,50,open,0.9,5668,575,0.101447,0.193751,0.355592,-10.4401,10.0894,0.514783,0.193751,10,-9.80625,-0.994812
BNB,100,open,0.9,5624,569,0.101174,1.8884,1.80005,-13.4088,16.9817,0.539543,1.8884,10,-8.1116,-0.82068
BNB,500,open,0.9,5296,523,0.0987538,-1.46256,-2.83949,-38.5107,35.9733,0.48566,1.46256,10,-8.53744,-0.843105
BTC,10,open,0.9,16706,1556,0.0931402,0.00478478,2.77556e-12,-2.1407,2.01895,0.50964,0.00478478,10,-9.99522,-0.930956
BTC,50,open,0.9,16673,1554,0.0932046,0.557807,0.158078,-5.00991,5.89609,0.51094,0.557807,10,-9.44219,-0.880056
BTC,100,open,0.9,16634,1549,0.0931225,0.448215,0.339864,-7.97766,8.70271,0.515171,0.448215,10,-9.55178,-0.889486
BTC,500,open,0.9,16302,1520,0.0932401,1.01427,0.0700308,-16.1422,18.9519,0.501974,1.01427,10,-8.98573,-0.83783
CRV,10,open,0.9,4410,0,0,,,,,,,10,,
CRV,50,open,0.9,4376,0,0,,,,,,,10,,
CRV,100,open,0.9,4347,0,0,,,,,,,10,,
CRV,500,open,0.9,4019,0,0,,,,,,,10,,
DOGE,10,open,0.9,4532,484,0.106796,-1.14615,2.91038e-07,-7.76719,7.89895,0.508264,1.14615,10,-8.85385,-0.945556
DOGE,50,open,0.9,4498,483,0.107381,1.69738,3.71517,-12.4444,20.1454,0.57971,1.69738,10,-8.30262,-0.891544
DOGE,100,open,0.9,4449,479,0.107665,3.47398,3.14432,-20.5929,24.4532,0.546973,3.47398,10,-6.52602,-0.702621
DOGE,500,open,0.9,4121,447,0.108469,1.14687,-2.15959,-46.8182,37.7593,0.480984,1.14687,10,-8.85313,-0.960289
ENA,10,open,0.9,5312,502,0.094503,-0.170846,-2.18279e-07,-8.68257,7.82967,0.488048,0.170846,10,-9.82915,-0.928885
ENA,50,open,0.9,5281,497,0.094111,3.06751,0.979864,-17.8133,20.5262,0.525151,3.06751,10,-6.93249,-0.652424
ENA,100,open,0.9,5243,493,0.0940301,2.44526,-3.08404,-29.4163,24.6644,0.472617,2.44526,10,-7.55474,-0.710373
ENA,500,open,0.9,4915,460,0.093591,11.5882,-1.30806,-56.3418,66.3448,0.493478,11.5882,10,1.58821,0.148642
ETH,10,open,0.9,15602,1374,0.0880656,0.0591237,0,-3.2914,3.05434,0.494905,0.0591237,10,-9.94088,-0.87545
ETH,50,open,0.9,15571,1370,0.0879841,0.712306,7.95802e-08,-7.24749,8.15445,0.509489,0.712306,10,-9.28769,-0.817169
ETH,100,open,0.9,15527,1364,0.087847,1.36695,0.494906,-9.43028,11.6912,0.515396,1.36695,10,-8.63305,-0.758387
ETH,500,open,0.9,15195,1321,0.0869365,1.64248,-0.251159,-23.9001,24.9857,0.499621,1.64248,10,-8.35752,-0.726573
FARTCOIN,10,open,0.9,4881,216,0.0442532,-0.96143,0,-15.0269,16.682,0.476852,0.96143,10,-9.03857,-0.399986
FARTCOIN,50,open,0.9,4849,214,0.0441328,3.70028,3.18269,-35.4202,38.3208,0.518692,3.70028,10,-6.29972,-0.278024
FARTCOIN,100,open,0.9,4809,211,0.0438761,4.21615,6.96622,-43.519,49.3358,0.535545,4.21615,10,-5.78385,-0.253773
FARTCOIN,500,open,0.9,4481,187,0.0417318,21.4762,35.4768,-76.2123,137.12,0.59893,21.4762,10,11.4762,0.478923
HYPE,10,open,0.9,10860,1086,0.1,0.478988,1.45519e-07,-7.79599,8.51293,0.508287,0.478988,10,-9.52101,-0.952101
HYPE,50,open,0.9,10823,1077,0.0995103,1.30396,0.482037,-18.4214,20.0979,0.510678,1.30396,10,-8.69604,-0.865346
HYPE,100,open,0.9,10783,1074,0.0996012,1.93755,0.398398,-26.395,28.3842,0.503724,1.93755,10,-8.06245,-0.80303
HYPE,500,open,0.9,10452,1038,0.0993111,5.16393,6.7802,-58.1836,67.0462,0.529865,5.16393,10,-4.83607,-0.480276
KBONK,10,open,0.9,4412,0,0,,,,,,,10,,
KBONK,50,open,0.9,4382,0,0,,,,,,,10,,
KBONK,100,open,0.9,4340,0,0,,,,,,,10,,
KBONK,500,open,0.9,4012,0,0,,,,,,,10,,
KPEPE,10,open,0.9,4646,0,0,,,,,,,10,,
KPEPE,50,open,0.9,4611,0,0,,,,,,,10,,
KPEPE,100,open,0.9,4579,0,0,,,,,,,10,,
KPEPE,500,open,0.9,4251,0,0,,,,,,,10,,
LDO,10,open,0.9,4367,0,0,,,,,,,10,,
LDO,50,open,0.9,4333,0,0,,,,,,,10,,
LDO,100,open,0.9,4297,0,0,,,,,,,10,,
LDO,500,open,0.9,3969,0,0,,,,,,,10,,
LINK,10,open,0.9,4656,448,0.0962199,-0.598399,-1.45519e-07,-9.25482,8.6991,0.484375,0.598399,10,-9.4016,-0.904621
LINK,50,open,0.9,4634,446,0.0962451,0.37935,2.29109,-19.2233,21.4138,0.529148,0.37935,10,-9.62065,-0.925941
LINK,100,open,0.9,4592,444,0.0966899,-3.06584,-0.292287,-32.3075,26.1735,0.495495,3.06584,10,-6.93416,-0.670463
LINK,500,open,0.9,4264,416,0.097561,-10.6713,-3.96514,-63.8615,46.0991,0.473558,10.6713,10,0.671276,0.0654903
LTC,10,open,0.9,4829,529,0.109546,0.238704,0,-5.1066,6.02349,0.478261,0.238704,10,-9.7613,-1.06932
LTC,50,open,0.9,4798,526,0.109629,0.788032,1.33209,-10.1359,11.9605,0.543726,0.788032,10,-9.21197,-1.0099
LTC,100,open,0.9,4766,524,0.109945,0.562675,1.34554,-14.9353,16.5303,0.532443,0.562675,10,-9.43733,-1.03759
LTC,500,open,0.9,4438,504,0.113565,1.44325,-1.03968,-31.7582,31.6948,0.490079,1.44325,10,-8.55675,-0.971745
PENGU,10,open,0.9,4650,165,0.0354839,0.740917,6.54836e-07,-12.4894,11.7994,0.509091,0.740917,10,-9.25908,-0.328548
PENGU,50,open,0.9,4620,164,0.0354978,-0.584339,7.0391,-26.0561,30.5766,0.567073,0.584339,10,-9.41566,-0.334236
PENGU,100,open,0.9,4575,160,0.0349727,0.964005,0.080448,-38.7648,50.3836,0.5,0.964005,10,-9.036,-0.316013
PENGU,500,open,0.9,4247,143,0.0336708,-27.0505,-21.2033,-120.29,73.9603,0.426573,27.0505,10,17.0505,0.574105
PUMP,10,open,0.9,5147,550,0.106858,-1.01373,0,-11.4976,10.4878,0.463636,1.01373,10,-8.98627,-0.960258
PUMP,50,open,0.9,5112,549,0.107394,-1.42843,1.11022e-12,-23.9866,25.1067,0.500911,1.42843,10,-8.57157,-0.920539
PUMP,100,open,0.9,5074,545,0.10741,0.812291,8.73115e-07,-36.6685,39.1171,0.500917,0.812291,10,-9.18771,-0.986855
PUMP,500,open,0.9,4746,507,0.106827,9.78707,7.23328,-81.1473,97.3349,0.52071,9.78707,10,-0.212932,-0.0227469
SOL,10,open,0.9,9984,830,0.083133,0.232947,3.63803e-08,-5.2934,5.89721,0.501205,0.232947,10,-9.76705,-0.811965
SOL,50,open,0.9,9948,823,0.0827302,-1.51169,1.09139e-07,-13.645,13.0367,0.504253,1.51169,10,-8.48831,-0.702239
SOL,100,open,0.9,9898,817,0.0825419,-0.42034,-1.03402,-17.0068,16.7791,0.485924,0.42034,10,-9.57966,-0.790724
SOL,500,open,0.9,9568,792,0.0827759,-0.574306,-1.10569,-39.6295,35.6997,0.492424,0.574306,10,-9.42569,-0.78022
SUI,10,open,0.9,5001,539,0.107778,-0.0614266,0,-7.89162,6.46139,0.493506,0.0614266,10,-9.93857,-1.07116
SUI,50,open,0.9,4968,535,0.107689,0.819338,0.76365,-14.5054,18.8032,0.508411,0.819338,10,-9.18066,-0.988658
SUI,100,open,0.9,4928,529,0.107346,-1.52738,-1.56281,-28.0397,24.9813,0.489603,1.52738,10,-8.47262,-0.9095
SUI,500,open,0.9,4600,487,0.10587,-4.09418,-1.17208,-61.2528,54.7418,0.486653,4.09418,10,-5.90582,-0.625247
UNI,10,open,0.9,4434,442,0.0996843,0.723307,0,-8.4834,7.95078,0.497738,0.723307,10,-9.27669,-0.92474
UNI,50,open,0.9,4402,441,0.100182,-0.894751,2.91037e-07,-19.8666,17.7548,0.505669,0.894751,10,-9.10525,-0.91218
UNI,100,open,0.9,4365,434,0.0994273,-0.489132,1.45519e-07,-27.1977,24.6161,0.5,0.489132,10,-9.51087,-0.94564
UNI,500,open,0.9,4037,398,0.0985881,-14.1073,-7.82216,-64.0504,45.5134,0.452261,14.1073,10,4.10727,0.404928
WLFI,10,open,0.9,4624,460,0.099481,0.307862,0,-8.67125,9.61079,0.397826,0.307862,10,-9.69214,-0.964183
WLFI,50,open,0.9,4593,455,0.0990638,3.46169,0,-21.4538,20.6186,0.468132,3.46169,10,-6.53831,-0.64771
WLFI,100,open,0.9,4556,449,0.0985514,7.43132,5.82077e-07,-28.6944,39.0244,0.523385,7.43132,10,-2.56868,-0.253147
WLFI,500,open,0.9,4228,410,0.0969726,5.50225,7.00298,-60.409,80.5881,0.534146,5.50225,10,-4.49775,-0.436159
XPL,10,open,0.9,4486,523,0.116585,-0.116889,0,-14.5668,13.5866,0.437859,0.116889,10,-9.88311,-1.15222
XPL,50,open,0.9,4449,519,0.116655,-0.849788,0,-32.5716,29.3971,0.483622,0.849788,10,-9.15021,-1.06742
XPL,100,open,0.9,4406,515,0.116886,0.692617,5.82077e-07,-43.2155,36.7044,0.502913,0.692617,10,-9.30738,-1.0879
XPL,500,open,0.9,4078,476,0.116724,14.9421,5.65814,-94.0935,96.8425,0.518908,14.9421,10,4.94209,0.57686
XRP,10,open,0.9,7188,648,0.0901503,-0.0613502,-2.00089e-07,-4.55141,4.86979,0.469136,0.0613502,10,-9.93865,-0.895972
XRP,50,open,0.9,7154,643,0.0898798,0.0535081,7.27596e-08,-11.7138,12.2415,0.502333,0.0535081,10,-9.94649,-0.893989
XRP,100,open,0.9,7111,636,0.0894389,-1.96828,-0.572727,-18.4102,15.3866,0.493711,1.96828,10,-8.03172,-0.718348
XRP,500,open,0.9,6783,606,0.089341,-0.482992,-2.75749,-39.4408,37.3653,0.478548,0.482992,10,-9.51701,-0.850259
2Z,10,open,0.95,4403,42,0.00953895,-0.527367,0,-6.37062,6.24881,0.309524,0.527367,10,-9.47263,-0.090359
2Z,50,open,0.95,4375,42,0.0096,-3.51565,-5.93303,-25.4713,10.886,0.309524,3.51565,10,-6.48435,-0.0622497
2Z,100,open,0.95,4338,42,0.00968188,-0.000926986,-12.7014,-26.4294,18.9505,0.404762,0.000926986,10,-9.99907,-0.0968098
2Z,500,open,0.95,4010,41,0.0102244,-11.0924,-5.82077e-06,-61.9546,16.0643,0.414634,11.0924,10,1.09244,0.0111696
AAVE,10,open,0.95,4985,263,0.0527583,-0.612906,0.487293,-8.74628,8.58265,0.509506,0.612906,10,-9.38709,-0.495247
AAVE,50,open,0.95,4955,260,0.0524723,-0.113692,1.23491,-22.2312,20.6303,0.523077,0.113692,10,-9.88631,-0.518757
AAVE,100,open,0.95,4909,257,0.0523528,-1.48,-5.27334,-32.4475,24.1093,0.463035,1.48,10,-8.52,-0.446046
AAVE,500,open,0.95,4581,232,0.050644,-5.96753,-14.9434,-69.8801,45.0362,0.422414,5.96753,10,-4.03247,-0.20422
ASTER,10,open,0.95,4997,196,0.0392235,1.13013,1.02262,-11.5304,9.50885,0.52551,1.13013,10,-8.86987,-0.347907
ASTER,50,open,0.95,4969,194,0.0390421,1.98164,2.64964,-19.0025,24.9864,0.536082,1.98164,10,-8.01836,-0.313053
ASTER,100,open,0.95,4936,193,0.0391005,0.712843,0.928357,-37.4,34.3738,0.507772,0.712843,10,-9.28716,-0.363132
ASTER,500,open,0.95,4608,182,0.0394965,11.4854,16.509,-53.2764,78.3436,0.554945,11.4854,10,1.48544,0.0586696
AVAX,10,open,0.95,4537,86,0.0189553,0.965363,3.63798e-08,-4.45275,7.34641,0.5,0.965363,10,-9.03464,-0.171254
AVAX,50,open,0.95,4505,86,0.0190899,1.38152,0.55534,-10.7638,13.4388,0.534884,1.38152,10,-8.61848,-0.164526
AVAX,100,open,0.95,4473,86,0.0192265,2.30929,1.5444,-20.2791,18.4255,0.511628,2.30929,10,-7.69071,-0.147865
AVAX,500,open,0.95,4145,74,0.0178528,14.5217,19.6412,-39.5534,61.1834,0.581081,14.5217,10,4.52171,0.0807254
BNB,10,open,0.95,5695,327,0.0574188,-0.46302,0,-5.33058,4.3286,0.492355,0.46302,10,-9.53698,-0.547602
BNB,50,open,0.95,5668,324,0.057163,-0.819675,2.22827e-07,-11.2162,9.34874,0.503086,0.819675,10,-9.18032,-0.524775
BNB,100,open,0.95,5624,320,0.056899,0.573381,1.49952,-13.922,14.7282,0.5375,0.573381,10,-9.42662,-0.536365
BNB,500,open,0.95,5296,285,0.0538142,-5.37739,-7.49074,-43.043,36.9386,0.470175,5.37739,10,-4.62261,-0.248762
BTC,10,open,0.95,16706,784,0.0469292,0.0192999,1.11022e-12,-2.09031,1.93947,0.501276,0.0192999,10,-9.9807,-0.468387
BTC,50,open,0.95,16673,783,0.0469622,0.992081,0.178039,-4.75909,6.17694,0.508301,0.992081,10,-9.00792,-0.423031
BTC,100,open,0.95,16634,781,0.046952,1.02217,0.293962,-7.4241,8.35382,0.514725,1.02217,10,-8.97783,-0.421528
BTC,500,open,0.95,16302,768,0.0471108,2.31804,0.870479,-15.7722,18.4679,0.511719,2.31804,10,-7.68196,-0.361903
CRV,10,open,0.95,4410,0,0,,,,,,,10,,
CRV,50,open,0.95,4376,0,0,,,,,,,10,,
CRV,100,open,0.95,4347,0,0,,,,,,,10,,
CRV,500,open,0.95,4019,0,0,,,,,,,10,,
DOGE,10,open,0.95,4532,204,0.0450132,-1.9009,0,-7.10771,7.4877,0.490196,1.9009,10,-8.0991,-0.364567
DOGE,50,open,0.95,4498,204,0.0453535,0.966559,4.39288,-10.3404,18.4108,0.612745,0.966559,10,-9.03344,-0.409698
DOGE,100,open,0.95,4449,203,0.0456282,0.335457,5.00375,-20.1842,24.1547,0.576355,0.335457,10,-9.66454,-0.440976
DOGE,500,open,0.95,4121,194,0.047076,-2.64454,-5.4938,-52.8127,34.9189,0.469072,2.64454,10,-7.35546,-0.346265
ENA,10,open,0.95,5312,271,0.0510166,0.551249,-0.25434,-7.93615,8.0968,0.479705,0.551249,10,-9.44875,-0.482043
ENA,50,open,0.95,5281,267,0.0505586,1.96298,0.710201,-16.9957,17.9818,0.516854,1.96298,10,-8.03702,-0.40634
ENA,100,open,0.95,5243,264,0.0503529,2.4459,-3.30476,-26.3119,21.0502,0.469697,2.4459,10,-7.5541,-0.38037
ENA,500,open,0.95,4915,252,0.0512716,11.0386,-1.59793,-50.3693,65.9962,0.5,11.0386,10,1.03863,0.0532521
ETH,10,open,0.95,15602,704,0.0451224,-0.224274,1.11022e-12,-3.44441,2.937,0.507102,0.224274,10,-9.77573,-0.441104
ETH,50,open,0.95,15571,703,0.045148,0.215069,4.00178e-07,-7.52095,8.07547,0.510669,0.215069,10,-9.78493,-0.44177
ETH,100,open,0.95,15527,699,0.0450184,0.714652,0.301536,-8.86831,11.1114,0.506438,0.714652,10,-9.28535,-0.418011
ETH,500,open,0.95,15195,677,0.0445541,0.718801,-0.608032,-24.1753,23.3362,0.49483,0.718801,10,-9.2812,-0.413516
FARTCOIN,10,open,0.95,4881,61,0.0124974,-5.48678,0,-17.4368,12.012,0.47541,5.48678,10,-4.51322,-0.0564037
FARTCOIN,50,open,0.95,4849,61,0.0125799,-0.595442,2.03727e-06,-42.0637,27.7585,0.508197,0.595442,10,-9.40456,-0.118309
FARTCOIN,100,open,0.95,4809,60,0.0124766,-2.65894,2.18279e-06,-45.7692,52.6694,0.516667,2.65894,10,-7.34106,-0.0915915
FARTCOIN,500,open,0.95,4481,55,0.012274,0.442445,6.96622,-140.487,113.325,0.545455,0.442445,10,-9.55755,-0.11731
HYPE,10,open,0.95,10860,546,0.0502762,0.547141,0.421533,-7.12413,8.45787,0.521978,0.547141,10,-9.45286,-0.475254
HYPE,50,open,0.95,10823,544,0.0502633,-1.01759,-0.387657,-19.9012,17.7591,0.492647,1.01759,10,-8.98241,-0.451486
HYPE,100,open,0.95,10783,542,0.0502643,-1.57724,-2.05908,-28.7796,25.3503,0.472325,1.57724,10,-8.42276,-0.423364
HYPE,500,open,0.95,10452,519,0.0496556,5.74835,9.54388,-58.5967,69.4461,0.554913,5.74835,10,-4.25165,-0.211118
KBONK,10,open,0.95,4412,0,0,,,,,,,10,,
KBONK,50,open,0.95,4382,0,0,,,,,,,10,,
KBONK,100,open,0.95,4340,0,0,,,,,,,10,,
KBONK,500,open,0.95,4012,0,0,,,,,,,10,,
KPEPE,10,open,0.95,4646,0,0,,,,,,,10,,
KPEPE,50,open,0.95,4611,0,0,,,,,,,10,,
KPEPE,100,open,0.95,4579,0,0,,,,,,,10,,
KPEPE,500,open,0.95,4251,0,0,,,,,,,10,,
LDO,10,open,0.95,4367,0,0,,,,,,,10,,
LDO,50,open,0.95,4333,0,0,,,,,,,10,,
LDO,100,open,0.95,4297,0,0,,,,,,,10,,
LDO,500,open,0.95,3969,0,0,,,,,,,10,,
LINK,10,open,0.95,4656,210,0.0451031,1.07891,0.614632,-8.06187,9.81992,0.528571,1.07891,10,-8.92109,-0.402369
LINK,50,open,0.95,4634,209,0.0451014,3.06436,4.62776,-17.6354,22.2167,0.564593,3.06436,10,-6.93564,-0.312807
LINK,100,open,0.95,4592,208,0.0452962,0.954656,-1.40424,-26.8281,27.8678,0.480769,0.954656,10,-9.04534,-0.409719
LINK,500,open,0.95,4264,192,0.0450281,-2.9859,1.6476,-59.7332,50.3692,0.505208,2.9859,10,-7.0141,-0.315832
LTC,10,open,0.95,4829,257,0.0532201,0.531439,0,-5.47695,6.0988,0.470817,0.531439,10,-9.46856,-0.503918
LTC,50,open,0.95,4798,255,0.0531471,1.43079,2.53133,-10.5688,13.1701,0.568627,1.43079,10,-8.56921,-0.455429
LTC,100,open,0.95,4766,255,0.053504,-0.387694,2.54453,-16.3551,16.9739,0.541176,0.387694,10,-9.61231,-0.514297
LTC,500,open,0.95,4438,246,0.0554304,-1.47723,7.77156e-12,-35.3735,31.0891,0.5,1.47723,10,-8.52277,-0.472421
PENGU,10,open,0.95,4650,58,0.0124731,2.0374,1.33281,-9.95261,10.843,0.534483,2.0374,10,-7.9626,-0.0993185
PENGU,50,open,0.95,4620,58,0.0125541,-1.19712,0.411505,-26.6342,31.4466,0.5,1.19712,10,-8.80288,-0.110512
PENGU,100,open,0.95,4575,57,0.012459,7.78712,-1.00346,-34.0987,38.2684,0.491228,7.78712,10,-2.21288,-0.0275703
PENGU,500,open,0.95,4247,49,0.0115376,-13.0337,7.99121,-87.6801,80.9559,0.510204,13.0337,10,3.03366,0.035001
PUMP,10,open,0.95,5147,196,0.0380804,-2.03372,0,-13.6082,10.4677,0.479592,2.03372,10,-7.96628,-0.30336
PUMP,50,open,0.95,5112,196,0.0383412,-3.82432,-5.82077e-07,-29.9516,30.067,0.469388,3.82432,10,-6.17568,-0.236783
PUMP,100,open,0.95,5074,194,0.0382341,-2.85386,-1.89175e-06,-47.7931,43.3873,0.489691,2.85386,10,-7.14614,-0.273227
PUMP,500,open,0.95,4746,177,0.0372946,-4.78177,-4.92247,-123.283,91.0477,0.491525,4.78177,10,-5.21823,-0.194611
SOL,10,open,0.95,9984,413,0.0413662,0.13549,0,-5.04854,5.06714,0.489104,0.13549,10,-9.86451,-0.408057
SOL,50,open,0.95,9948,410,0.0412143,-0.631615,4.72936e-07,-13.0701,12.2193,0.504878,0.631615,10,-9.36839,-0.386112
SOL,100,open,0.95,9898,406,0.0410184,1.14414,1.56863,-16.1329,17.2289,0.514778,1.14414,10,-8.85586,-0.363253
SOL,500,open,0.95,9568,391,0.0408654,1.273,7.82199e-07,-36.8694,34.6168,0.501279,1.273,10,-8.727,-0.356632
SUI,10,open,0.95,5001,271,0.0541892,0.707927,1.45519e-07,-6.28462,6.46139,0.505535,0.707927,10,-9.29207,-0.50353
SUI,50,open,0.95,4968,270,0.0543478,0.843458,1.03134,-10.927,17.6598,0.522222,0.843458,10,-9.15654,-0.497638
SUI,100,open,0.95,4928,267,0.0541802,-2.36868,-4.04722,-29.3184,22.8651,0.464419,2.36868,10,-7.63132,-0.413466
SUI,500,open,0.95,4600,245,0.0532609,-6.78524,-2.11466,-57.8873,53.0526,0.481633,6.78524,10,-3.21476,-0.171221
UNI,10,open,0.95,4434,237,0.0534506,0.130215,0,-8.19068,7.63068,0.481013,0.130215,10,-9.86979,-0.527546
UNI,50,open,0.95,4402,237,0.0538392,-2.70437,-3.1109,-18.9304,15.4202,0.476793,2.70437,10,-7.29563,-0.392791
UNI,100,open,0.95,4365,234,0.0536082,-3.47674,-1.59767,-27.5956,22.5963,0.474359,3.47674,10,-6.52326,-0.3497
UNI,500,open,0.95,4037,216,0.0535051,-14.7808,-7.95808,-60.4691,42.6842,0.444444,14.7808,10,4.78082,0.255798
WLFI,10,open,0.95,4624,127,0.0274654,2.64839,0,-8.58789,11.3051,0.456693,2.64839,10,-7.35161,-0.201915
WLFI,50,open,0.95,4593,126,0.0274331,11.5947,8.30909,-15.8467,28.137,0.579365,11.5947,10,1.59473,0.0437484
WLFI,100,open,0.95,4556,123,0.0269974,20.5432,12.7796,-23.2672,47.9292,0.569106,20.5432,10,10.5432,0.28464
WLFI,500,open,0.95,4228,107,0.0253075,12.642,18.7441,-65.5366,106.905,0.560748,12.642,10,2.64199,0.0668621
XPL,10,open,0.95,4486,232,0.0517165,-1.89223,-1.45519e-07,-16.0048,12.5662,0.435345,1.89223,10,-8.10777,-0.419305
XPL,50,open,0.95,4449,232,0.0521465,-1.4465,1.16415e-06,-34.0982,29.8034,0.512931,1.4465,10,-8.5535,-0.446036
XPL,100,open,0.95,4406,230,0.0522015,0.00245069,7.27596e-07,-40.6632,29.8657,0.5,0.00245069,10,-9.99755,-0.521888
XPL,500,open,0.95,4078,214,0.0524767,1.25723,-2.58296e-06,-111.613,85.6951,0.495327,1.25723,10,-8.74277,-0.458792
XRP,10,open,0.95,7188,247,0.0343628,-0.0330469,-0.669277,-4.78086,3.91129,0.449393,0.0330469,10,-9.96695,-0.342493
XRP,50,open,0.95,7154,244,0.0341068,-0.569532,-1.23865,-12.4841,12.0061,0.471311,0.569532,10,-9.43047,-0.321643
XRP,100,open,0.95,7111,239,0.0336099,-4.1929,-3.1366,-20.0204,15.1111,0.460251,4.1929,10,-5.8071,-0.195176
XRP,500,open,0.95,6783,225,0.0331712,-5.65068,-6.63215,-43.7604,33.2216,0.466667,5.65068,10,-4.34932,-0.144272
2Z,10,open,0.99,4403,0,0,,,,,,,10,,
2Z,50,open,0.99,4375,0,0,,,,,,,10,,
2Z,100,open,0.99,4338,0,0,,,,,,,10,,
2Z,500,open,0.99,4010,0,0,,,,,,,10,,
AAVE,10,open,0.99,4985,56,0.0112337,-0.0962124,0.243647,-6.03759,6.19262,0.517857,0.0962124,10,-9.90379,-0.111256
