symbol,bucket_start_ms,bbo_updates,avg_spread_bps,max_spread_bps,avg_top_bid_notional,avg_top_ask_notional,first_mid,last_mid,first_order_id,last_order_id,mid_return_bps,bbo_churn_per_min,order_id_delta,top_depth_notional,trade_count,trade_qty,signed_trade_qty,trade_notional,liquidation_count,liquidation_notional,abs_trade_imbalance,mark_oracle_basis_bps,mid_oracle_basis_bps,funding,next_funding,open_interest,price_updates,mark_oracle_basis_abs_bps,book_updates,avg_book_spread_bps,avg_bid_depth_l5,avg_ask_depth_l5,avg_bid_orders_l5,avg_ask_orders_l5,first_book_nonce,last_book_nonce,realized_vol_bps,toxicity_score
2Z,1777584060000,5.0,12.217470983506765,12.217470983506765,3981.1241999999997,675.39654,0.08185,0.08185,8207430320.0,8207431218.0,0.0,5.0,898.0,4656.52074,1.0,1.0,1.0,0.0819,0.0,0.0,1.0,-13.412180698652561,-20.118271047978844,-3.311e-05,-4.737e-05,1095236.0,10.0,13.412180698652561,136.0,12.217470983506765,244683.5588235294,263060.11029411765,13.963235294117647,14.985294117647058,8207408284.0,8207434368.0,0.0,0.5068196324789196
2Z,1777584120000,8.0,12.217470983506765,12.217470983506765,1551.15295,1252.9983375,0.08185,0.08185,8207437713.0,8207451807.0,0.0,8.0,14094.0,2804.1512875,1.0,1.0,1.0,0.0819,0.0,0.0,1.0,-13.534769726012362,-19.63151284583708,-3.311e-05,-4.442e-05,1095236.0,19.0,13.534769726012362,197.0,12.217470983506765,195511.64467005077,247159.60913705584,11.284263959390863,13.868020304568528,8207418382.0,8207451807.0,0.0,0.523944300735714
2Z,1777584180000,2.0,12.217470983506765,12.217470983506765,93.1702,2215.68165,0.08185,0.08185,8207454824.0,8207454825.0,0.0,2.0,1.0,2308.85185,1.0,1.0,1.0,0.0819,0.0,0.0,1.0,-15.729597249150006,-19.63151284583708,-3.311e-05,-4.299e-05,1095236.0,19.0,15.729597249150006,211.0,12.217470983506765,193851.47393364928,254756.8767772512,10.545023696682465,13.985781990521327,8207441805.0,8207462621.0,0.0,0.4885821547351094
2Z,1777584240000,3.0,12.217470983506765,12.217470983506765,93.06113333333333,2215.668,0.08185,0.08185,8207468134.0,8207473602.0,0.0,3.0,5468.0,2308.7291333333333,2.0,2.0,0.0,0.1637,0.0,0.0,0.0,-14.754118349976967,-19.63151284583708,-3.311e-05,-4.168e-05,1095236.0,16.0,14.754118349976967,210.0,12.217470983506766,197871.08095238096,244742.7619047619,11.933333333333334,13.00952380952381,8207467958.0,8207465742.0,0.0,0.40548258138206733
2Z,1777584300000,1.0,12.217470983506765,12.217470983506765,92.92479999999999,2215.6407,0.08185,0.08185,8207487217.0,8207487217.0,0.0,1.0,0.0,2308.5654999999997,1.0,1.0,-1.0,0.0818,0.0,0.0,1.0,-14.754118349976967,-19.63151284583708,-3.311e-05,-4.046e-05,1095236.0,17.0,14.754118349976967,159.0,12.217470983506765,229804.72955974843,217520.679245283,10.49685534591195,10.566037735849056,8207468895.0,8207492267.0,0.0,0.48059092283401084
2Z,1777584360000,4.0,12.217470983506765,12.217470983506765,92.92479999999999,2215.68165,0.08185,0.08185,8207494316.0,8207498408.0,0.0,4.0,4092.0,2308.6064499999998,2.0,2.0,2.0,0.1638,0.0,0.0,1.0,-20.71402461313555,-26.80638479346874,-3.311e-05,-4.093e-05,1095236.0,16.0,20.71402461313555,184.0,12.217470983506765,214304.51630434784,255131.50543478262,12.967391304347826,14.36413043478261,8207492325.0,8207492002.0,0.0,0.5090046584024815
2Z,1777584420000,4.0,12.217470983506765,12.217470983506765,92.8839,1734.35535,0.08185,0.08185,8207507104.0,8207512463.0,0.0,4.0,5359.0,1827.23925,2.0,2.0,0.0,0.1637,0.0,0.0,0.0,-22.785427074449444,-26.80638479346874,-3.311e-05,-4.26e-05,1095236.0,19.0,22.785427074449444,217.0,12.217470983506766,191857.8202764977,180426.0599078341,11.078341013824884,10.488479262672811,8207492264.0,8207515456.0,0.0,0.4205789968757349
2Z,1777584480000,14.0,17.46313350911633,24.44987775061195,3570.243,5805.991271428572,0.08185,0.08174999999999999,8207520573.0,8207529704.0,-12.217470983508782,14.0,9131.0,9376.234271428571,2.0,2.0,2.0,0.1638,0.0,0.0,1.0,-18.66855385816784,-25.135438527990367,-3.311e-05,-4.486e-05,1095236.0,15.0,18.66855385816784,182.0,13.228592514151883,225045.4120879121,221508.37362637362,12.692307692307692,12.587912087912088,8207508260.0,8207515456.0,5.46381912645137,0.6733533219112888
2Z,1777584540000,12.0,16.314878655282588,24.479804161565713,6269.236725,685.2045166666667,0.08174999999999999,0.0817,8207534876.0,8207543874.0,-6.116207951070152,12.0,8998.0,6954.441241666666,1.0,1.0,1.0,0.0818,0.0,0.0,1.0,-18.18204004929851,-30.384751491781383,-3.311e-05,-4.469e-05,1095236.0,17.0,18.18204004929851,191.0,17.298089580122966,288287.2827225131,232969.72251308901,15.534031413612565,12.172774869109947,8207516443.0,8207531779.0,5.464655530734945,0.6619074814391775
2Z,1777584600000,25.0,20.071343649208995,24.479804161565713,7749.118256000001,2197.9725399999998,0.0817,0.08174999999999999,8207548362.0,8207558970.0,6.11995104039087,25.0,10608.0,9947.090796,2.0,2.0,0.0,0.1633,0.0,0.0,0.0,-19.524100061012017,-24.405125076265023,-3.311e-05,-4.573e-05,1095206.0,19.0,19.524100061012017,220.0,20.694247790470808,270545.80454545456,225384.39545454545,14.927272727272728,13.568181818181818,8207546298.0,8207560407.0,6.969457795548743,0.635853741839397
2Z,1777584660000,14.0,12.232415902141025,12.232415902141025,282.2268142857143,583.9818857142857,0.08174999999999999,0.08174999999999999,8207561140.0,8207571018.0,0.0,14.0,9878.0,866.2086999999999,2.0,2.0,0.0,0.16349999999999998,0.0,0.0,0.0,-16.961768905050732,-24.2833957705391,-3.311e-05,-4.519e-05,1095206.0,19.0,16.961768905050732,213.0,12.232415902141025,261106.60093896714,191906.62441314553,14.140845070422536,11.727699530516432,8207546295.0,8207571741.0,6.969457795548743,0.5839660250165172
2Z,1777584720000,3.0,12.232415902141023,12.232415902141025,284.56109999999995,639.4578666666666,0.08174999999999999,0.08174999999999999,8207571919.0,8207579869.0,0.0,3.0,7950.0,924.0189666666665,1.0,1.0,-1.0,0.0817,0.0,0.0,1.0,-17.937985820448617,-24.2833957705391,-3.311e-05,-4.47e-05,1095206.0,16.0,17.937985820448617,178.0,12.232415902141026,265336.80337078654,179471.92134831462,14.432584269662922,10.4438202247191,8207571932.0,8207584462.0,6.969457795548743,0.618482715759062
2Z,1777584780000,13.0,13.169921441464286,24.44987775061195,3341.5283538461535,893.0958384615385,0.08174999999999999,0.08185,8207585726.0,8207597894.0,12.232415902142524,13.0,12168.0,4234.624192307692,2.0,2.0,0.0,0.16349999999999998,0.0,0.0,0.0,-14.396739992434771,-25.987335749056403,-3.311e-05,-4.398e-05,1095206.0,19.0,14.396739992434771,218.0,12.287979422407222,270584.5504587156,213524.2752293578,14.825688073394495,13.252293577981652,8207571932.0,8207597950.0,6.974042620095445,0.5804092339391497
2Z,1777584840000,17.0,16.53479101895565,24.44987775061195,7056.790547058823,862.6527,0.08185,0.0818,8207598302.0,8207611368.0,-6.108735491754391,17.0,13066.0,7919.443247058823,2.0,2.0,0.0,0.1637,0.0,0.0,0.0,-11.224439998047298,-20.00878434434599,-3.311e-05,-4.097e-05,1095206.0,19.0,11.224439998047298,213.0,15.376073669848479,244923.441314554,196333.0985915493,12.55868544600939,12.230046948356808,8207597894.0,8207611452.0,6.971749182011093,0.5938805276536657
2Z,1777584900000,7.0,22.704526057973247,24.44987775061195,10103.477185714286,2104.5140857142856,0.0818,0.0818,8207611999.0,8207623568.0,0.0,7.0,11569.0,12207.991271428571,2.0,2.0,0.0,0.16349999999999998,0.0,0.0,0.0,-13.176677281211887,-19.88702219294029,-3.311e-05,-3.825e-05,1095206.0,19.0,13.176677281211887,215.0,24.44987775061195,246707.69302325582,217384.73023255813,12.832558139534884,13.604651162790697,8207608906.0,8207612675.0,6.697924226159452,0.5724501965263546
2Z,1777584960000,5.0,22.006385380917767,24.44987775061195,10849.743659999998,3612.7891600000003,0.08174999999999999,0.0818,8207624559.0,8207637716.0,6.116207951072372,5.0,13157.0,14462.532819999999,1.0,1.0,1.0,0.0818,0.0,0.0,1.0,-15.00677134804706,-19.88702219294029,-3.311e-05,-3.735e-05,1095206.0,15.0,15.00677134804706,180.0,24.44987775061195,257558.30555555556,251635.52222222224,13.716666666666667,13.877777777777778,8207611371.0,8207634819.0,6.971256601068538,0.6553943964793228
2Z,1777585020000,2.0,18.341146826376487,24.44987775061195,9688.7213,3230.0131,0.08174999999999999,0.0818,8207638717.0,8207638718.0,6.116207951072372,2.0,1.0,12918.7344,1.0,1.0,1.0,0.0818,0.0,0.0,1.0,-14.396564345321497,-20.00878434434599,-3.311e-05,-3.727e-05,1095206.0,14.0,14.396564345321497,150.0,24.44987775061195,281755.93333333335,260379.30666666667,15.42,14.373333333333333,8207638500.0,8207638070.0,6.970928796540211,0.6246892531998521
2Z,1777585080000,5.0,22.006385380917767,24.44987775061195,10463.596779999998,5167.97188,0.0818,0.0818,8207652732.0,8207657141.0,0.0,5.0,4409.0,15631.568659999997,2.0,2.0,0.0,0.16349999999999998,0.0,0.0,0.0,-14.884583475671894,-20.00878434434599,-3.311e-05,-3.718e-05,1095206.0,18.0,14.884583475671894,213.0,24.44987775061195,266847.20657276997,270091.74178403756,14.44131455399061,15.183098591549296,8207638500.0,8207660155.0,5.114507707395254,0.5428284677663183
2Z,1777585140000,18.0,21.056138348258916,24.44987775061195,7300.852705555556,8426.74701111111,0.0818,0.08174999999999999,8207665319.0,8207670078.0,-6.112469437653534,18.0,4759.0,15727.599716666668,2.0,2.0,0.0,0.16349999999999998,0.0,0.0,0.0,-16.714655214484193,-26.10902347371919,-3.311e-05,-3.732e-05,1095206.0,14.0,16.714655214484193,155.0,17.277045310541922,274862.9612903226,250810.63225806452,15.154838709677419,14.109677419354838,8207652609.0,8207676235.0,5.115846290745124,0.5967696330388237
2Z,1777585200000,32.0,19.868329557435352,24.44987775061195,4479.2842,8223.96899375,0.08174999999999999,0.08174999999999999,8207678886.0,8207686249.0,0.0,32.0,7363.0,12703.25319375,3.0,3.0,1.0,0.2453,0.0,0.0,0.3333333333333333,-15.86120227913338,-25.743951391515825,-3.311e-05,-3.729e-05,1095180.0,20.0,15.86120227913338,239.0,15.504037484995163,259105.14644351465,225747.3849372385,13.774058577405858,11.497907949790795,8207677416.0,8207676478.0,5.115846290745124,0.6391487777292527
2Z,1777585260000,21.0,20.37739046778831,24.44987775061195,4275.8512,8670.183261904764,0.0818,0.08174999999999999,8207691243.0,8207699771.0,-6.112469437653534,21.0,8528.0,12946.034461904765,1.0,1.0,1.0,0.0818,0.0,0.0,1.0,-17.57083241818645,-24.892012592429396,-3.311e-05,-3.712e-05,1095180.0,19.0,17.57083241818645,216.0,16.757401771945073,251110.4537037037,251703.25462962964,13.458333333333334,13.652777777777779,8207690881.0,8207701377.0,5.11539945293419,0.6930857437206751
2Z,1777585320000,20.0,17.73027373395294,24.44987775061195,4564.272625,5965.1669600000005,0.0818,0.08174999999999999,8207701872.0,8207713757.0,-6.112469437653534,20.0,11885.0,10529.439585,1.0,1.0,1.0,0.0818,0.0,0.0,1.0,-15.49801088521735,-17.81661093891187,-3.311e-05,-3.673e-05,1095180.0,15.0,15.49801088521735,173.0,15.480989572832714,252476.95953757226,245073.92485549132,13.138728323699421,13.0,8207701880.0,8207713958.0,3.3479373930637566,0.6505330287454787
2Z,1777585380000,9.0,17.662398945905878,24.44987775061195,4275.8512,5602.2391777777775,0.0818,0.08174999999999999,8207714022.0,8207726047.0,-6.112469437653534,9.0,12025.0,9878.090377777778,2.0,2.0,2.0,0.1636,0.0,0.0,1.0,-17.20729296331579,-23.431207439408084,-3.311e-05,-3.633e-05,1095180.0,16.0,17.20729296331579,182.0,15.790248198673767,247683.8901098901,239736.1043956044,13.664835164835164,13.285714285714286,8207714025.0,8207713757.0,2.733579434596641,0.6034548885230847
2Z,1777585440000,18.0,17.67569957299644,24.479804161565713,7200.163827777778,2009.6896666666669,0.08174999999999999,0.0817,8207728661.0,8207738494.0,-6.116207951070152,18.0,9833.0,9209.853494444445,2.0,2.0,2.0,0.1636,0.0,0.0,1.0,-16.963631925799394,-29.28972418843106,-3.311e-05,-3.635e-05,1095180.0,16.0,16.963631925799394,188.0,15.945719789307022,243224.34574468085,249880.18085106384,12.76063829787234,13.73404255319149,8207713799.0,8207739286.0,2.733997892363185,0.6343615972945431
2Z,1777585500000,76.0,20.754456823505866,24.479804161565713,4688.019497368421,5304.985946052632,0.0817,0.08174999999999999,8207742211.0,8207751885.0,6.11995104039087,76.0,9674.0,9993.005443421054,2.0,2.0,2.0,0.1636,0.0,0.0,1.0,-8.305546395026274,-15.02326774394466,-3.311e-05,-3.463e-05,1095180.0,17.0,8.305546395026274,190.0,16.993315898783703,254560.7052631579,248908.68421052632,14.163157894736843,14.242105263157894,8207727809.0,8207752243.0,5.470922961661954,0.7122330656991522
2Z,1777585560000,28.0,19.65871099898516,24.479804161565713,7668.329510714286,4435.807207142857,0.08174999999999999,0.0817,8207755311.0,8207766777.0,-6.116207951070152,28.0,11466.0,12104.136717857142,2.0,2.0,0.0,0.1634,0.0,0.0,0.0,-9.404809888486756,-21.130287152053363,-3.311e-05,-3.271e-05,1095180.0,17.0,9.404809888486756,198.0,20.76726523806515,275221.07575757575,257154.0404040404,15.232323232323232,14.38888888888889,8207754739.0,8207766812.0,5.471341019978169,0.596247522424161
2Z,1777585620000,8.0,21.421702478185583,24.479804161565713,14414.068800000001,1661.807875,0.08165,0.0817,8207772375.0,8207780963.0,6.1236987140222965,8.0,8588.0,16075.876675000001,2.0,2.0,2.0,0.1634,0.0,0.0,1.0,-9.771231052971888,-21.130287152053363,-3.311e-05,-3.103e-05,1095180.0,19.0,9.771231052971888,202.0,24.479804161565713,292841.8613861386,259632.91584158415,16.287128712871286,14.07920792079208,8207768690.0,8207782220.0,6.702364388239282,0.6508857683564574
2Z,1777585680000,5.0,24.479804161565713,24.479804161565713,13984.983360000002,2565.9024,0.0817,0.0817,8207792753.0,8207800109.0,0.0,5.0,7356.0,16550.88576,1.0,1.0,-1.0,0.0816,0.0,0.0,1.0,-9.893371441134164,-21.130287152053363,-3.311e-05,-2.953e-05,1095180.0,13.0,9.893371441134164,147.0,24.479804161565713,283132.0544217687,245667.1768707483,15.285714285714286,13.07482993197279,8207786804.0,8207800602.0,6.1190166864962805,0.6316768569220949
2Z,1777585740000,3.0,24.479804161565713,24.479804161565713,13859.270400000001,2565.9024,0.0817,0.0817,8207812292.0,8207812298.0,0.0,3.0,6.0,16425.1728,,,,,,,,-10.381425797232646,-21.617792542473524,-3.311e-05,-2.824e-05,1095180.0,16.0,10.381425797232646,174.0,24.479804161565713,297619.8850574713,259187.11494252874,16.7816091954023,14.25287356321839,8207784289.0,8207800324.0,5.1198725024887635,0.5162596163536802
2Z,1777585800000,11.0,23.367767185791124,24.479804161565713,14551.5648,2300.8109,0.0817,0.0817,8207813396.0,8207819123.0,0.0,11.0,5727.0,16852.3757,1.0,1.0,1.0,0.0817,0.0,0.0,1.0,-11.114232324096845,-21.617792542473524,-3.311e-05,-2.703e-05,1095146.0,16.0,11.114232324096845,185.0,24.479804161565713,287218.14594594593,259293.84864864865,16.394594594594594,14.259459459459459,8207800601.0,8207824765.0,4.327460988228147,0.6402657864973516
2Z,1777585860000,14.0,23.606060823457106,24.479804161565713,10808.893371428572,2357.6162214285714,0.08165,0.0817,8207828309.0,8207834905.0,6.1236987140222965,14.0,6596.0,13166.509592857143,2.0,2.0,0.0,0.1633,0.0,0.0,0.0,-11.602911720161936,-21.495920660512176,-3.311e-05,-2.587e-05,1095146.0,17.0,11.602911720161936,197.0,24.479804161565713,285288.0203045685,248290.23350253806,15.781725888324873,13.253807106598984,8207812845.0,8207835236.0,3.354087921035388,0.5458617484686621
2Z,1777585920000,50.0,18.100688389239604,24.479804161565713,4775.943202,4014.946624,0.0817,0.08174999999999999,8207837406.0,8207852158.0,6.11995104039087,50.0,14752.0,8790.889826,2.0,2.0,0.0,0.1634,0.0,0.0,0.0,-13.30404003417527,-21.96997436836319,-3.311e-05,-2.492e-05,1095146.0,17.0,13.30404003417527,191.0,17.231616886805,263142.51308900525,257255.24607329842,13.968586387434556,14.057591623036648,8207836624.0,8207835161.0,3.35306184013773,0.5943704437800248
2Z,1777585980000,6.0,12.232415902141023,12.232415902141025,3903.2991999999995,609.0691666666667,0.08174999999999999,0.08174999999999999,8207853319.0,8207866144.0,0.0,6.0,12825.0,4512.368366666666,1.0,1.0,-1.0,0.0817,0.0,0.0,1.0,-17.82009032100662,-21.96997436836319,-3.311e-05,-2.458e-05,1095146.0,15.0,17.82009032100662,169.0,12.232415902141026,253502.1597633136,261835.2426035503,13.023668639053254,13.420118343195266,8207835516.0,8207866150.0,3.35306184013773,0.5849066639791267
2Z,1777586040000,24.0,12.232415902141023,12.232415902141025,3964.7103666666662,1090.2167666666667,0.08174999999999999,0.08174999999999999,8207866471.0,8207883671.0,0.0,24.0,17200.0,5054.927133333333,2.0,2.0,2.0,0.1636,0.0,0.0,1.0,-15.867203710485184,-21.96997436836319,-3.311e-05,-2.41e-05,1095146.0,19.0,15.867203710485184,218.0,12.232415902141025,259776.15596330276,249065.05504587156,13.669724770642201,13.885321100917432,8207866305.0,8207883833.0,3.35306184013773,0.6421848579523186
2Z,1777586100000,8.0,12.232415902141025,12.232415902141025,3980.0971999999997,1491.244675,0.08174999999999999,0.08174999999999999,8207884589.0,8207894385.0,0.0,8.0,9796.0,5471.341875,1.0,1.0,1.0,0.0818,0.0,0.0,1.0,-15.867203710485184,-21.96997436836319,-3.311e-05,-2.418e-05,1095146.0,15.0,15.867203710485184,173.0,12.232415902141023,270921.75144508673,262982.1965317919,14.595375722543352,14.38150289017341,8207866147.0,8207883542.0,3.35306184013773,0.5932212405236224
2Z,1777586160000,27.0,18.56739611986669,24.44987775061195,5797.82537037037,6015.717885185185,0.08174999999999999,0.08174999999999999,8207897698.0,8207906420.0,0.0,27.0,8722.0,11813.543255555556,1.0,1.0,1.0,0.0818,0.0,0.0,1.0,-14.036372513121444,-21.96997436836319,-3.311e-05,-2.389e-05,1095146.0,18.0,14.036372513121444,198.0,14.392068249092956,269900.0909090909,255436.92424242425,14.767676767676768,13.757575757575758,8207883832.0,8207906424.0,2.736925309056908,0.6505008342571751
2Z,1777586220000,16.0,16.813964095317623,24.44987775061195,4989.61814375,5277.96024375,0.08174999999999999,0.08174999999999999,8207909650.0,8207913636.0,0.0,16.0,3986.0,10267.5783875,2.0,2.0,2.0,0.1636,0.0,0.0,1.0,-15.867203710485184,-21.96997436836319,-3.311e-05,-2.339e-05,1095146.0,17.0,15.867203710485184,199.0,12.232415902141025,265690.1809045226,252377.13567839196,14.261306532663317,13.180904522613066,8207898103.0,8207908497.0,0.0,0.5736035990638403
2Z,1777586280000,4.0,12.232415902141025,12.232415902141025,3980.2605999999996,299.44935,0.08174999999999999,0.08174999999999999,8207921964.0,8207925625.0,0.0,4.0,3661.0,4279.7099499999995,2.0,167.0,167.0,13.660599999999999,0.0,0.0,1.0,-16.354626894818892,-22.457099616765152,-3.311e-05,-2.302e-05,1095146.0,19.0,16.354626894818892,223.0,12.232415902141025,163821.8340807175,166878.3452914798,12.327354260089686,12.062780269058296,8207908550.0,8207919066.0,0.0,0.5052225059069887
2Z,1777586340000,3.0,12.232415902141023,12.232415902141025,92.32099999999998,2122.4646,0.08174999999999999,0.08174999999999999,8207937421.0,8207941465.0,0.0,3.0,4044.0,2214.7855999999997,1.0,1.0,1.0,0.0818,0.0,0.0,1.0,-15.501605087456165,-21.604599216375142,-3.311e-05,-2.325e-05,1095146.0,14.0,15.501605087456165,151.0,12.232415902141025,118632.69536423842,161118.88079470198,10.225165562913908,11.2317880794702,8207935704.0,8207946428.0,0.0,0.49623744414956156
2Z,1777586400000,46.0,19.68116643767187,48.959608323133125,2651.6150282608696,2155.4627369565214,0.0818,0.0818,8207947309.0,8207969052.0,0.0,46.0,21743.0,4807.077765217391,2.0,2.0,2.0,0.1634,0.0,0.0,1.0,-14.526544513483804,-20.63013464519861,-2.318e-05,-5.786e-05,1095446.0,19.0,14.526544513483804,214.0,23.216530033056223,183351.15887850468,172994.16355140187,12.574766355140186,12.948598130841122,8207947348.0,8207969052.0,0.0,0.6223880471663251
2Z,1777586460000,6.0,20.377390467788306,24.44987775061195,6274.0698,2254.2974666666664,0.08174999999999999,0.0818,8207972728.0,8207977977.0,6.116207951072372,6.0,5249.0,8528.367266666666,2.0,2.0,2.0,0.1636,0.0,0.0,1.0,-10.251903925014737,-16.598320640499566,-2.318e-05,5.63e-06,1095446.0,19.0,10.251903925014737,213.0,24.44987775061195,128293.19248826291,137830.9765258216,9.0,11.56338028169014,8207969422.0,8207968636.0,2.735251348624505,0.5761007715479111
2Z,1777586520000,21.0,15.129948785198476,24.44987775061195,2626.2099714285714,802.5147000000001,0.0818,0.08185,8207984424.0,8207999883.0,6.112469437653534,21.0,15459.0,3428.7246714285716,2.0,2.0,2.0,0.1638,0.0,0.0,1.0,-6.954866576375598,-13.055626731090205,-2.318e-05,1.5e-05,1095446.0,20.0,6.954866576375598,238.0,13.96495766452179,246701.9243697479,196834.46638655462,13.571428571428571,12.411764705882353,8207984443.0,8207990443.0,3.348961487965416,0.603522077020414
2Z,1777586580000,125.0,12.414624203969337,24.44987775061195,616.017036,11948.7889488,0.08185,0.08174999999999999,8208005915.0,8208018875.0,-12.217470983508782,125.0,12960.0,12564.8059848,2.0,2.0,0.0,0.1636,0.0,0.0,0.0,-16.47526879095889,-23.309454363505047,-2.318e-05,1.138e-05,1095446.0,19.0,16.47526879095889,223.0,12.282913601943168,268654.81165919284,266740.8923766816,14.47982062780269,14.905829596412556,8208004168.0,8208018901.0,7.48393035849454,0.662785131185541
2Z,1777586640000,7.0,22.732317485348496,24.479804161565713,13191.456000000002,2148.7691285714286,0.08165,0.0817,8208027258.0,8208035640.0,6.1236987140222965,7.0,8382.0,15340.22512857143,2.0,2.0,0.0,0.1633,0.0,0.0,0.0,-18.79355161514728,-29.654760016109627,-2.318e-05,-4.42e-06,1095446.0,19.0,18.79355161514728,237.0,23.601299518484616,291236.0253164557,256208.16455696203,16.459915611814345,13.717299578059071,8208002351.0,8208018901.0,7.968832306799924,0.5925479557899688
2Z,1777586700000,6.0,22.44106970597896,24.479804161565713,10746.3256,3433.70495,0.08165,0.0817,8208050341.0,8208053975.0,6.1236987140222965,6.0,3634.0,14180.03055,1.0,1.0,1.0,0.0817,0.0,0.0,1.0,-19.037623714045537,-29.654760016109627,-2.318e-05,-1.549e-05,1095446.0,19.0,19.037623714045537,229.0,24.479804161565713,262554.74672489084,264593.135371179,13.87772925764192,14.45414847161572,8208025198.0,8208053976.0,8.200328924073006,0.6778759476377644
2Z,1777586760000,6.0,22.44106970597896,24.479804161565713,6706.3776,6544.340816666667,0.0817,0.0817,8208058545.0,8208070591.0,0.0,6.0,12046.0,13250.718416666667,1.0,1.0,1.0,0.0817,0.0,0.0,1.0,-15.63511549219945,-20.398939743730747,-2.318e-05,-2.199e-05,1095446.0,15.0,15.63511549219945,170.0,24.479804161565713,271181.14705882355,252228.7,14.741176470588234,13.782352941176471,8208041706.0,8208070592.0,7.969981905635935,0.6722853047558258
2Z,1777586820000,8.0,22.95075331987565,24.479804161565713,12218.8554,7834.0473375,0.0817,0.0817,8208073016.0,8208083808.0,0.0,8.0,10792.0,20052.9027375,2.0,2.0,0.0,0.1633,0.0,0.0,0.0,-14.170708168925222,-19.423643093612963,-2.318e-05,-2.306e-05,1095446.0,19.0,14.170708168925222,189.0,24.479804161565713,253280.6984126984,252882.20105820106,13.232804232804233,13.671957671957673,8208073016.0,8208084786.0,7.487753167584706,0.5877341799083996
2Z,1777586880000,21.0,22.722340270227978,24.479804161565713,7244.475585714286,6787.045538095238,0.0817,0.0818,8208086010.0,8208098161.0,12.23990208078396,21.0,12151.0,14031.521123809525,2.0,2.0,0.0,0.1633,0.0,0.0,0.0,-13.926385614288346,-19.423643093612963,-2.318e-05,-2.353e-05,1095446.0,19.0,13.926385614288346,214.0,24.30741258757953,272418.55140186916,249505.18224299065,14.719626168224298,13.47196261682243,8208085496.0,8208098161.0,5.120766724339264,0.6018997547619848
